CustomerKey,Gender,Name,City,State Code,State,Zip Code,Country,Continent,Birthday
516944,Male,Lukas Berg,K�hbach,BY,Freistaat Bayern,86555,Germany,Europe,6/15/1951
517158,Female,Maria Hahn,Lilienthal,NI,Niedersachsen,28865,Germany,Europe,2/1/1967
517276,Male,Ren� Daecher,R�srath,NW,Nordrhein-Westfalen,51503,Germany,Europe,1/20/1978
517515,Male,Mathias Brauer,Beiersdorf,SN,Freistaat Sachsen,2736,Germany,Europe,9/20/1986
517556,Female,Anna Osterhagen,Teistungen,TH,Freistaat Th�ringen,37340,Germany,Europe,6/26/1995
517558,Female,Sabrina Schweizer,N�rnberg,BY,Freistaat Bayern,90234,Germany,Europe,7/11/1969
517561,Female,Andrea Drechsler,Wertheim,BW,Baden-W�rttemberg,97877,Germany,Europe,3/14/1964
517822,Female,Tanja Ackermann,Schauenstein,BY,Freistaat Bayern,95197,Germany,Europe,3/1/1957
517972,Female,Vanessa Wolf,Rathenow,BB,Brandenburg,14704,Germany,Europe,11/4/1947
517979,Male,Marko Osterhagen,Renningen,BW,Baden-W�rttemberg,71272,Germany,Europe,9/6/1943
518169,Female,Laura Gottschalk,K�then,ST,Sachsen-Anhalt,6352,Germany,Europe,1/10/1942
518368,Female,Manuela Kappel,Viersen Helenabrunn,NW,Nordrhein-Westfalen,41748,Germany,Europe,5/21/1981
519237,Male,Jan Krueger,Bruck,BY,Freistaat Bayern,92432,Germany,Europe,12/12/1977
519361,Female,Sandra Brandt,Husum,SH,Schleswig-Holstein,25813,Germany,Europe,4/30/1987
519438,Female,Uta Koenig,Schermbeck,NW,Nordrhein-Westfalen,46514,Germany,Europe,3/10/1935
519586,Female,Susanne Wannemaker,Cottbus,BB,Brandenburg,3008,Germany,Europe,2/22/1992
519679,Male,Sebastian Hofmann,F�rth,BY,Freistaat Bayern,90704,Germany,Europe,4/18/1973
519726,Female,Marie Freitag,Neuburg,BY,Freistaat Bayern,86620,Germany,Europe,12/4/1994
519936,Male,Swen Faust,Grafrath,BY,Freistaat Bayern,82284,Germany,Europe,7/25/1953
520286,Female,Stefanie Hoch,Bad Kleinen,MV,Mecklenburg-Vorpommern,23996,Germany,Europe,1/6/1965
520626,Female,Vanessa Zimmermann,Dormagen Hackenbroich,NW,Nordrhein-Westfalen,41540,Germany,Europe,6/30/1965
520709,Male,Jens Schiffer,Bad Tennstedt,TH,Freistaat Th�ringen,99954,Germany,Europe,12/8/1965
520831,Male,Tim Herrmann,Passau,BY,Freistaat Bayern,94008,Germany,Europe,10/12/1938
520991,Female,Antje Koehler,Ulm M�hringen,BW,Baden-W�rttemberg,89081,Germany,Europe,7/26/1970
521070,Male,Niklas Baader,Heiligenstadt,BY,Freistaat Bayern,91332,Germany,Europe,11/11/1994
521492,Male,Phillipp Wei�,Oberthulba,BY,Freistaat Bayern,97723,Germany,Europe,12/30/1976
521655,Female,Jessica Unger,Bergisch Gladbach Nu�baum,NW,Nordrhein-Westfalen,51467,Germany,Europe,7/19/1953
521700,Male,Mathias Baer,T��ling,BY,Freistaat Bayern,84577,Germany,Europe,10/11/1939
521809,Female,Sophie Sanger,H�nxe,NW,Nordrhein-Westfalen,46569,Germany,Europe,8/10/1957
521839,Male,Jens Neumann,Siek,SH,Schleswig-Holstein,22962,Germany,Europe,6/8/1962
522159,Female,Lisa Thalberg,Heimbuchenthal,BY,Freistaat Bayern,63872,Germany,Europe,5/14/1951
522323,Female,Manuela Grunewald,Hamm,NW,Nordrhein-Westfalen,59069,Germany,Europe,6/25/1964
522334,Male,Sven Drescher,Gevenich,RP,Rheinland-Pfalz,56825,Germany,Europe,11/29/2001
522474,Male,Dieter Durr,Karlshausen,RP,Rheinland-Pfalz,54673,Germany,Europe,8/7/1949
522503,Female,Jessica Strauss,Karlsruhe Hohenwettersbach,BW,Baden-W�rttemberg,76227,Germany,Europe,2/26/1988
522542,Female,Juliane Eggers,Heilbronn Heilbronn,BW,Baden-W�rttemberg,74076,Germany,Europe,10/14/1952
522564,Female,Barbara Metzger,Lahn,NI,Niedersachsen,49757,Germany,Europe,2/19/1937
522581,Male,Dominik Schreiner,Adelsdorf,BY,Freistaat Bayern,91325,Germany,Europe,11/10/1970
522615,Female,Birgit Fink,Angelburg,HE,Hessen,35719,Germany,Europe,1/7/1976
522652,Male,Mathias Adler,L�nne,NI,Niedersachsen,48480,Germany,Europe,12/13/1976
522798,Female,Sophia Gruenewald,Obermichelbach,BY,Freistaat Bayern,90587,Germany,Europe,7/22/1945
522806,Male,Ren� Fuerst,Bismark,ST,Sachsen-Anhalt,39629,Germany,Europe,9/16/1960
522923,Female,Katharina Eggers,M�nchen,BY,Freistaat Bayern,81456,Germany,Europe,4/18/1956
522945,Female,Klaudia Foerster,Wangerland,NI,Niedersachsen,26434,Germany,Europe,10/17/1968
522979,Male,Luca Beckenbauer,F�rth,HE,Hessen,64658,Germany,Europe,2/22/1990
523197,Female,Jennifer Himmel,M�rsdorf,RP,Rheinland-Pfalz,56290,Germany,Europe,9/10/1941
523379,Female,Andrea Feierabend,Berlin Buckow,BE,Berlin,12357,Germany,Europe,4/30/1950
523604,Male,Tom Amsel,Belg,RP,Rheinland-Pfalz,56858,Germany,Europe,8/2/1977
523615,Male,Felix Koertig,Ewighausen,RP,Rheinland-Pfalz,56244,Germany,Europe,11/20/1973
524021,Male,Kristian Schr�der,Altenmarkt,BY,Freistaat Bayern,83350,Germany,Europe,3/1/1990
524042,Male,Felix Frankfurter,Bad Schwartau,SH,Schleswig-Holstein,23611,Germany,Europe,12/11/1944
524077,Male,Maximilian Wannemaker,Finnentrop,NW,Nordrhein-Westfalen,57413,Germany,Europe,7/3/1949
524394,Male,Sebastian Pfeiffer,Nieb�ll,SH,Schleswig-Holstein,25891,Germany,Europe,12/30/1982
524438,Female,Mandy Glockner,Altenburg,TH,Freistaat Th�ringen,4590,Germany,Europe,6/25/1974
524697,Male,Torsten Schwartz,Staffelstein,BY,Freistaat Bayern,96225,Germany,Europe,3/25/1963
524848,Male,Mathias Herz,K�mmersbruck,BY,Freistaat Bayern,92243,Germany,Europe,11/13/1949
524890,Female,Andrea Pfeffer,Stuttgart Stammheim,BW,Baden-W�rttemberg,70437,Germany,Europe,10/25/1966
524920,Female,Heike Moeller,Eisenh�ttenstadt,BB,Brandenburg,15873,Germany,Europe,3/15/1983
525115,Female,Johanna Abt,Boxberg,BW,Baden-W�rttemberg,97944,Germany,Europe,3/17/1949
525178,Female,Kristin Kluge,Kitzingen,BY,Freistaat Bayern,97306,Germany,Europe,10/12/1945
525298,Female,Tanja M�ller,Handorf,NI,Niedersachsen,21447,Germany,Europe,1/12/1956
525719,Female,Franziska Kruger,Arnsgereuth,TH,Freistaat Th�ringen,7318,Germany,Europe,1/1/1987
525739,Female,Jessika Neudorf,Horbach,RP,Rheinland-Pfalz,66851,Germany,Europe,10/21/1966
525835,Male,Robert Hofmann,M�nstertal,BW,Baden-W�rttemberg,79244,Germany,Europe,6/4/1957
525859,Male,Ralf Kruger,Weidenberg,BY,Freistaat Bayern,95464,Germany,Europe,10/5/1995
526078,Male,Thomas Hartmann,Geroldsgr�n,BY,Freistaat Bayern,95179,Germany,Europe,11/4/1954
526164,Female,Franziska Seiler,Zittau,SN,Freistaat Sachsen,2753,Germany,Europe,4/15/1948
526271,Male,Wolfgang Fischer,Schrozberg,BW,Baden-W�rttemberg,74575,Germany,Europe,2/20/1980
526411,Male,Lukas Krueger,Schwebheim,BY,Freistaat Bayern,97525,Germany,Europe,5/19/1943
526421,Male,Tobias Frankfurter,B�hmfeld,BY,Freistaat Bayern,85113,Germany,Europe,6/20/2001
526519,Male,Bernd Ackerman,Kronburg,BY,Freistaat Bayern,87758,Germany,Europe,3/26/1960
526547,Male,Dirk Seiler,Salzwedel,ST,Sachsen-Anhalt,29402,Germany,Europe,2/20/1989
526582,Female,Sara Gerber,Petershausen,BY,Freistaat Bayern,85238,Germany,Europe,9/21/2000
526851,Female,Jana K�nig,Drage,NI,Niedersachsen,21423,Germany,Europe,1/1/1996
527183,Male,Wolfgang Herz,Waddeweitz,NI,Niedersachsen,29496,Germany,Europe,2/3/1991
527329,Female,Monika Seiler,Seifen,RP,Rheinland-Pfalz,57632,Germany,Europe,11/22/1978
527409,Male,Frank Bauer,Fischach,BY,Freistaat Bayern,86850,Germany,Europe,4/14/1976
527421,Female,Sophia Berg,Simbach,BY,Freistaat Bayern,84355,Germany,Europe,8/16/1980
527547,Male,Tobias Schr�der,Rotthalm�nster,BY,Freistaat Bayern,94090,Germany,Europe,3/31/1942
527586,Female,Christin Beich,Winh�ring,BY,Freistaat Bayern,84540,Germany,Europe,8/7/1985
527612,Female,Michelle Lemann,Sulzbach/ Saar,SL,Saarland,66280,Germany,Europe,2/5/1951
527697,Male,Sebastian Weber,Gerstetten,BW,Baden-W�rttemberg,89547,Germany,Europe,12/17/1957
527886,Female,Sara Hueber,Bochum,NW,Nordrhein-Westfalen,44803,Germany,Europe,4/25/1985
527912,Male,Leon Egger,Radebeul,SN,Freistaat Sachsen,1445,Germany,Europe,2/24/1943
528022,Female,Anja Walter,Hermsdorf,TH,Freistaat Th�ringen,7623,Germany,Europe,2/28/1974
528034,Male,Niklas Bader,Neu-Ulm,BY,Freistaat Bayern,89203,Germany,Europe,10/13/1987
528140,Male,Jens Klug,Berlin Zehlendorf,BE,Berlin,14165,Germany,Europe,7/19/1997
528147,Female,Julia Zimmermann,Reutlingen Burgholz,BW,Baden-W�rttemberg,72762,Germany,Europe,12/7/1978
528361,Male,Dirk Eberhart,Bottrop Welheimer Mark,NW,Nordrhein-Westfalen,46238,Germany,Europe,9/16/1982
528376,Male,Jonas Meyer,Schermbeck,NW,Nordrhein-Westfalen,46514,Germany,Europe,5/23/1973
528542,Male,J�rg Hoover,Hamburg Bahrenfeld,HH,Hamburg,22605,Germany,Europe,12/10/1975
528629,Female,Susanne Frankfurter,Wohratal,HE,Hessen,35288,Germany,Europe,6/14/1969
528765,Male,Tobias Frankfurter,Remscheid Innen,NW,Nordrhein-Westfalen,42855,Germany,Europe,4/1/1986
528793,Female,Manuela Zimmermann,Halsenbach,RP,Rheinland-Pfalz,56283,Germany,Europe,2/9/1995
528953,Female,Lena Furst,N�rnberg,BY,Freistaat Bayern,90244,Germany,Europe,12/14/1966
528991,Female,Marie Naumann,V�rstetten,BW,Baden-W�rttemberg,79279,Germany,Europe,1/15/1952
529156,Female,Nadine Krueger,Brev�rde,NI,Niedersachsen,37647,Germany,Europe,9/29/1959
529180,Female,Karolin Zimmer,Dresden,SN,Freistaat Sachsen,1161,Germany,Europe,3/7/1953
529316,Female,Anke Baader,Taura,SN,Freistaat Sachsen,9249,Germany,Europe,4/7/1985
529509,Male,Peter Abendroth,Stemmen,NI,Niedersachsen,27389,Germany,Europe,8/12/1983
529702,Male,Lukas Engel,Grethem,NI,Niedersachsen,29690,Germany,Europe,6/22/1971
529779,Male,Sven Vogt,Eggerm�hlen,NI,Niedersachsen,49577,Germany,Europe,7/24/1969
529903,Female,Angelika Shuster,Oberstaufen,BY,Freistaat Bayern,87534,Germany,Europe,12/14/1936
530431,Male,Mario Hofmann,Beulich,RP,Rheinland-Pfalz,56283,Germany,Europe,8/26/1936
530451,Male,Stefan Kunze,Berlin Charlottenburg,BE,Berlin,10709,Germany,Europe,6/30/1985
530536,Female,Michelle Becker,Karlsruhe Weststadt,BW,Baden-W�rttemberg,76185,Germany,Europe,11/19/1962
530592,Male,Mathias Hertz,Neu-Ulm,BY,Freistaat Bayern,89211,Germany,Europe,2/22/1945
530618,Female,Julia Barth,G�tersloh Innenstadt,NW,Nordrhein-Westfalen,33330,Germany,Europe,4/9/1943
530901,Female,Michelle Wexler,Hamburg Rotherbaum,HH,Hamburg,20148,Germany,Europe,7/30/1986
531151,Female,Tanja Saenger,Rohrsen,NI,Niedersachsen,31627,Germany,Europe,5/13/1976
531153,Female,Nadine G�rtner,Auderath,RP,Rheinland-Pfalz,56766,Germany,Europe,6/23/1961
531198,Female,Annett Brandt,Halle,ST,Sachsen-Anhalt,6017,Germany,Europe,11/26/1982
531203,Female,Franziska Dreher,Neubrandenburg,MV,Mecklenburg-Vorpommern,17010,Germany,Europe,12/10/1940
531478,Female,Barbara Hofmann,Wyhl,BW,Baden-W�rttemberg,79369,Germany,Europe,6/26/1992
531777,Male,Jan Weissmuller,Oschatz,SN,Freistaat Sachsen,4752,Germany,Europe,2/24/1986
532138,Male,Benjamin Oster,Allmersbach,BW,Baden-W�rttemberg,71573,Germany,Europe,8/5/1959
532184,Female,Stefanie Bach,Winden,RP,Rheinland-Pfalz,76872,Germany,Europe,12/7/1964
532320,Male,Felix Busch,Mei�en,SN,Freistaat Sachsen,1651,Germany,Europe,6/1/1972
532533,Female,Katja Gloeckner,Armstorf,NI,Niedersachsen,21769,Germany,Europe,7/17/1944
532673,Male,Benjamin Ackermann,Gro�breitenbach,TH,Freistaat Th�ringen,98699,Germany,Europe,11/28/1962
532684,Male,Niklas Neustadt,R�mhild,TH,Freistaat Th�ringen,98628,Germany,Europe,1/27/1985
532701,Female,Sara Theiss,Wickenrodt,RP,Rheinland-Pfalz,55758,Germany,Europe,3/12/1973
532793,Female,Michelle Holtzmann,Filsen,RP,Rheinland-Pfalz,56341,Germany,Europe,5/23/1953
533358,Female,Angelika Koenig,Schnaittenbach,BY,Freistaat Bayern,92253,Germany,Europe,12/9/1996
533499,Male,Paul Kortig,Schwerin,MV,Mecklenburg-Vorpommern,19026,Germany,Europe,3/8/1971
533705,Male,Mathias Maur,Pliening,BY,Freistaat Bayern,85652,Germany,Europe,6/10/1946
533829,Female,Franziska Wagner,Bremen Woltmershausen,HB,Freie Hansestadt Bremen,28197,Germany,Europe,9/7/1975
533957,Male,Michael Mahler,Konstanz Litzelstetten,BW,Baden-W�rttemberg,78464,Germany,Europe,11/15/1961
534048,Male,Dennis Kuester,Dockweiler,RP,Rheinland-Pfalz,54552,Germany,Europe,1/30/1964
534614,Male,Dominik Wolf,Badenheim,RP,Rheinland-Pfalz,55576,Germany,Europe,6/23/1982
534775,Male,Martin Baer,Aichwald,BW,Baden-W�rttemberg,73773,Germany,Europe,8/20/1962
534885,Male,Sven Busch,Eckelsheim,RP,Rheinland-Pfalz,55599,Germany,Europe,7/19/1976
535128,Male,Dirk Gerste,Haselbach,BY,Freistaat Bayern,94354,Germany,Europe,9/11/1985
535159,Female,Martina Berg,Berlin Hellersdorf,BE,Berlin,12627,Germany,Europe,12/14/1997
535180,Female,Karin Schroeder,Helgoland,SH,Schleswig-Holstein,27484,Germany,Europe,9/1/1959
535186,Male,Marco Wirth,Hambr�cken,BW,Baden-W�rttemberg,76707,Germany,Europe,11/11/1941
535336,Male,Florian Cole,Remscheid Nord,NW,Nordrhein-Westfalen,42853,Germany,Europe,12/7/1940
535359,Male,Sebastian Kunze,Weinsheim,RP,Rheinland-Pfalz,55595,Germany,Europe,9/21/1999
535370,Female,Jennifer Sch�fer,Ulm Oststadt,BW,Baden-W�rttemberg,89081,Germany,Europe,7/25/1982
535376,Male,Martin Nacht,Bamberg,BY,Freistaat Bayern,96002,Germany,Europe,7/23/1936
535496,Female,Stefanie Hartmann,Geltendorf,BY,Freistaat Bayern,82267,Germany,Europe,12/5/1982
535607,Male,Matthias Papst,Augsburg,BY,Freistaat Bayern,86001,Germany,Europe,3/28/1969
535791,Female,Christin Papst,Pforzheim W�rm,BW,Baden-W�rttemberg,75181,Germany,Europe,12/9/1938
536119,Male,J�rg Loewe,Bonn,NW,Nordrhein-Westfalen,53123,Germany,Europe,6/16/1983
536215,Female,Nadine Baumgaertner,Helgoland,SH,Schleswig-Holstein,27494,Germany,Europe,7/19/1980
536221,Male,Phillipp Bieber,Husum,SH,Schleswig-Holstein,25803,Germany,Europe,11/8/1968
536368,Male,Michael Schuster,Kiedrich,HE,Hessen,65399,Germany,Europe,8/2/1989
536409,Female,Jana Engel,M�nchengladbach Waldhausen,NW,Nordrhein-Westfalen,41061,Germany,Europe,10/19/1960
536477,Male,Stephan Kohl,F�ssen,BY,Freistaat Bayern,87629,Germany,Europe,3/30/1987
536845,Female,Barbara B�rger,Leipzig,SN,Freistaat Sachsen,4335,Germany,Europe,9/4/1968
537045,Male,J�rg Wirth,L�tzen,ST,Sachsen-Anhalt,6684,Germany,Europe,4/23/1945
537277,Male,Mike Dresner,V�hringen,BY,Freistaat Bayern,89269,Germany,Europe,9/30/1983
537509,Female,Kathrin Gottschalk,Warburg,NW,Nordrhein-Westfalen,34414,Germany,Europe,5/13/1997
537704,Male,Martin Ackerman,Hamburg Rothenburgsort,HH,Hamburg,20539,Germany,Europe,1/7/1985
537736,Female,Sara Frei,Gardelegen,ST,Sachsen-Anhalt,39632,Germany,Europe,12/5/1942
537758,Male,Dennis Nadel,Friedland,MV,Mecklenburg-Vorpommern,17095,Germany,Europe,4/9/1970
537795,Female,Nadine Rothschild,Schleching,BY,Freistaat Bayern,83259,Germany,Europe,11/2/1963
537947,Male,Thorsten M�ller,Ratingen Ost,NW,Nordrhein-Westfalen,40882,Germany,Europe,5/6/1966
538047,Male,Sven Schmidt,Aalen Wasseralfingen,BW,Baden-W�rttemberg,73433,Germany,Europe,7/29/2000
538068,Male,Jens Bar,Hamm,NW,Nordrhein-Westfalen,59071,Germany,Europe,11/29/1959
538152,Male,Daniel Beyer,Reinbek,SH,Schleswig-Holstein,21451,Germany,Europe,3/26/1982
538259,Male,Patrick Lehmann,Saalfeld,TH,Freistaat Th�ringen,7312,Germany,Europe,5/6/2001
538285,Male,Eric Mayer,Hameln,NI,Niedersachsen,31789,Germany,Europe,4/6/1952
538326,Female,Sara Wulf,Dettenhausen,BW,Baden-W�rttemberg,72135,Germany,Europe,2/16/1995
538374,Male,Lukas Eiffel,Konstanz Petershausen,BW,Baden-W�rttemberg,78464,Germany,Europe,3/14/1979
538801,Female,Christine Kluge,Sta�furt,ST,Sachsen-Anhalt,39410,Germany,Europe,10/25/2000
538843,Male,Tobias Kastner,Herzogenaurach,BY,Freistaat Bayern,91065,Germany,Europe,10/11/1945
538941,Male,Stephan Weissmuller,Biberach,BW,Baden-W�rttemberg,77781,Germany,Europe,4/16/1997
539038,Male,Andreas Eberhardt,Rech,RP,Rheinland-Pfalz,53506,Germany,Europe,4/26/1936
539097,Female,Julia Bosch,Triebes,TH,Freistaat Th�ringen,7948,Germany,Europe,7/22/1954
539150,Female,Barbara Rothschild,Schwanfeld,BY,Freistaat Bayern,97523,Germany,Europe,4/29/1998
539161,Male,Marco Kappel,Dornholz,TH,Freistaat Th�ringen,7927,Germany,Europe,1/25/1962
539203,Male,Ulrich Faust,D�sseldorf Hubbelrath,NW,Nordrhein-Westfalen,40629,Germany,Europe,1/20/1949
539209,Female,Christina Schultheiss,N�rnberg,BY,Freistaat Bayern,90461,Germany,Europe,7/24/1987
539314,Male,Ralph Unger,Sonderhof,BY,Freistaat Bayern,87782,Germany,Europe,6/6/1948
539665,Male,Ralf Glockner,Stralsund,MV,Mecklenburg-Vorpommern,18401,Germany,Europe,9/25/1949
539789,Female,Monika Oster,Wellheim,BY,Freistaat Bayern,91809,Germany,Europe,4/14/1975
539920,Male,Ralph Koenig,Sch�nau,BY,Freistaat Bayern,84337,Germany,Europe,3/30/1970
540119,Female,Ursula Klein,Stuttgart Obert�rkheim,BW,Baden-W�rttemberg,70329,Germany,Europe,7/8/1962
540122,Male,Mathias Schreiner,D�sseldorf Flehe,NW,Nordrhein-Westfalen,40221,Germany,Europe,2/17/1964
540237,Male,Dennis Brandt,Attenhausen,RP,Rheinland-Pfalz,56370,Germany,Europe,1/24/1998
540301,Male,Thorsten Grunwald,Markdorf,BW,Baden-W�rttemberg,88677,Germany,Europe,5/28/1939
540397,Female,Diana Eiffel,Otterberg,RP,Rheinland-Pfalz,67697,Germany,Europe,3/29/1969
540539,Female,Lisa Freitag,Lichtenstein,BW,Baden-W�rttemberg,72805,Germany,Europe,8/10/1994
540542,Male,Thomas Wagner,Sch�nwald,BY,Freistaat Bayern,95170,Germany,Europe,2/13/1947
540609,Male,Philipp Luft,Schwaigen,BY,Freistaat Bayern,82445,Germany,Europe,3/5/1977
540791,Male,Frank Scherer,Gescher,NW,Nordrhein-Westfalen,48712,Germany,Europe,3/9/1941
541128,Female,Sara Freeh,Breddenberg,NI,Niedersachsen,26897,Germany,Europe,5/18/1972
541324,Male,Uwe Rothstein,Hamburg Altstadt,HH,Hamburg,20457,Germany,Europe,10/10/1991
541419,Female,Mandy Peters,Hamburg Sankt Georg,HH,Hamburg,20095,Germany,Europe,10/20/1936
541442,Male,Felix Koehler,Hohenkammer,BY,Freistaat Bayern,85411,Germany,Europe,12/6/1992
541458,Male,Lucas Freitag,Stuttgart S�d,BW,Baden-W�rttemberg,70199,Germany,Europe,5/26/1977
541598,Female,Julia Faber,Kranzberg,BY,Freistaat Bayern,85400,Germany,Europe,6/2/1973
542020,Female,Sabrina Mahler,Worms Horchheim,RP,Rheinland-Pfalz,67551,Germany,Europe,11/12/1939
542187,Female,Simone Papst,Thannhausen,BY,Freistaat Bayern,86470,Germany,Europe,11/5/1941
542450,Male,Tobias Hoch,Dessau,ST,Sachsen-Anhalt,6818,Germany,Europe,6/25/1955
542461,Male,Lukas Schneider,Trippstadt,RP,Rheinland-Pfalz,67705,Germany,Europe,10/15/1982
542475,Male,Bernd Kuefer,Immenstadt,BY,Freistaat Bayern,87503,Germany,Europe,5/16/1935
542485,Female,Petra Urner,M�nchen,BY,Freistaat Bayern,81218,Germany,Europe,12/12/1981
542584,Female,Kathrin Schroeder,Lichte,TH,Freistaat Th�ringen,98739,Germany,Europe,4/3/1966
542632,Female,Annett Hoch,Fischbachau,BY,Freistaat Bayern,83730,Germany,Europe,3/24/1990
542637,Male,Dirk Schneider,Ottweiler,TH,Freistaat Th�ringen,66564,Germany,Europe,6/1/1956
542678,Female,Lea Werfel,Weidenbach,RP,Rheinland-Pfalz,54570,Germany,Europe,5/15/1987
542773,Male,Daniel Schr�der,Schierling,BY,Freistaat Bayern,84069,Germany,Europe,12/28/1939
542913,Female,Johanna Theiss,Bielefeld Brackwede,NW,Nordrhein-Westfalen,33647,Germany,Europe,8/18/1949
542943,Female,Jessica Fenstermacher,M�nchen,BY,Freistaat Bayern,80082,Germany,Europe,9/4/1977
543038,Male,Torsten Fried,Natendorf,NI,Niedersachsen,29587,Germany,Europe,6/22/1973
543261,Female,Barbara Hertz,Hettenleidelheim,RP,Rheinland-Pfalz,67310,Germany,Europe,2/9/1974
543610,Female,Anja Baecker,Friedrichshafen Raderach,BW,Baden-W�rttemberg,88047,Germany,Europe,2/9/1971
543672,Male,David Austerlitz,Fridingen,BW,Baden-W�rttemberg,78567,Germany,Europe,12/23/1948
543834,Male,Phillipp Gersten,Schulzendorf,BB,Brandenburg,15734,Germany,Europe,2/2/1989
544035,Male,Andreas Eichel,Berlin Prenzlauer Berg,BE,Berlin,10407,Germany,Europe,3/7/1992
544047,Female,Leonie Gruenewald,Coburg,BY,Freistaat Bayern,96411,Germany,Europe,6/22/1945
544127,Female,Ulrike Schwab,Traunstein,BY,Freistaat Bayern,83262,Germany,Europe,12/28/1973
544134,Female,Michelle Abt,Elmshorn,SH,Schleswig-Holstein,25314,Germany,Europe,7/29/2000
544176,Female,Petra Hirsch,Halle,ST,Sachsen-Anhalt,6003,Germany,Europe,10/19/1977
544315,Male,Daniel Lang,Wangerooge,NI,Niedersachsen,26486,Germany,Europe,5/4/1979
544347,Male,Paul Grunewald,Eggenfelden,BY,Freistaat Bayern,84303,Germany,Europe,10/2/1964
544650,Male,Florian Kuster,Niederhausen,RP,Rheinland-Pfalz,55585,Germany,Europe,2/10/1952
544656,Female,Stefanie Gottlieb,Kempenich,RP,Rheinland-Pfalz,56746,Germany,Europe,1/23/1966
544725,Female,Monika Kohler,Rostock,MV,Mecklenburg-Vorpommern,18012,Germany,Europe,2/24/1945
544822,Male,Maik Wulf,Dienethal,RP,Rheinland-Pfalz,56379,Germany,Europe,1/10/1961
544830,Female,Karin Frankfurter,Remscheid L�ttringhausen,NW,Nordrhein-Westfalen,42855,Germany,Europe,12/14/1950
544970,Male,Sven Wirth,Seelen,RP,Rheinland-Pfalz,67744,Germany,Europe,9/4/1981
545119,Female,Lisa Naumann,Cham,BY,Freistaat Bayern,93403,Germany,Europe,3/3/1986
545287,Male,Ulrich Scholz,Wahnwegen,RP,Rheinland-Pfalz,66909,Germany,Europe,7/7/1980
545414,Male,Maik Adler,Rennertshofen,BY,Freistaat Bayern,86643,Germany,Europe,2/24/1974
545671,Male,Dirk Fink,Ettenstatt,BY,Freistaat Bayern,91796,Germany,Europe,9/17/1987
545755,Female,Barbara Freud,Schonungen,BY,Freistaat Bayern,97453,Germany,Europe,1/30/1967
545764,Female,Laura Muench,Laurenburg,RP,Rheinland-Pfalz,56379,Germany,Europe,5/4/1953
545914,Male,Lucas Amsel,Ratingen Schwarzbach,NW,Nordrhein-Westfalen,40882,Germany,Europe,5/27/1954
545935,Male,Thomas Nussbaum,Gl�ckstadt,SH,Schleswig-Holstein,25343,Germany,Europe,7/20/1965
546153,Male,Tom Mauer,Offenau,BW,Baden-W�rttemberg,74254,Germany,Europe,1/5/1958
546334,Female,Kristin Burger,Cottbus,BB,Brandenburg,3004,Germany,Europe,10/12/1962
546432,Female,Anja Gloeckner,Kiel,SH,Schleswig-Holstein,24026,Germany,Europe,4/29/1982
546471,Female,Antje Rothstein,Neuweiler,BW,Baden-W�rttemberg,75389,Germany,Europe,8/1/1966
546598,Male,Matthias Dreher,Ro�wein,SN,Freistaat Sachsen,4738,Germany,Europe,7/19/1988
547106,Male,Maximilian Durr,Endlichhofen,RP,Rheinland-Pfalz,56355,Germany,Europe,11/17/1984
547310,Female,Mandy Dreher,Baden-Baden,BW,Baden-W�rttemberg,76534,Germany,Europe,9/28/1977
547324,Male,Stephan Krause,Loreleystadt Sankt Goarshausen,RP,Rheinland-Pfalz,56346,Germany,Europe,2/22/1987
547514,Male,Wolfgang Konig,Barsb�ttel,SH,Schleswig-Holstein,22885,Germany,Europe,2/5/1950
547701,Male,J�rgen Bauer,Zeil,BY,Freistaat Bayern,97471,Germany,Europe,11/1/1979
547714,Female,Kathrin Thalberg,Norderstedt,SH,Schleswig-Holstein,22846,Germany,Europe,12/7/1969
547989,Female,Kristin Wexler,Hamburg Hamm-Nord,HH,Hamburg,22087,Germany,Europe,6/14/1940
548183,Female,Klaudia Junker,Gottenheim,BW,Baden-W�rttemberg,79288,Germany,Europe,11/18/1936
548685,Female,Diana Fischer,Ehr,RP,Rheinland-Pfalz,56357,Germany,Europe,3/21/1960
548775,Male,Philipp Gottschalk,Stockelsdorf,SH,Schleswig-Holstein,23613,Germany,Europe,11/19/1973
548802,Female,Susanne Gerber,Heilenbach,RP,Rheinland-Pfalz,54636,Germany,Europe,5/8/1966
548971,Female,Annett Gerber,Berlin Wedding,BE,Berlin,13357,Germany,Europe,3/12/1950
549312,Male,Andreas Biermann,Kommen,RP,Rheinland-Pfalz,54472,Germany,Europe,3/18/1936
549755,Female,Anna Austerlitz,Rostock,MV,Mecklenburg-Vorpommern,18071,Germany,Europe,12/30/1994
549766,Female,Johanna Nacht,Schiffweiler,TH,Freistaat Th�ringen,66573,Germany,Europe,1/16/1939
549819,Female,Johanna Hoover,Oberkotzau,BY,Freistaat Bayern,95140,Germany,Europe,12/31/1966
549889,Male,Paul Beich,Eibenstock,SN,Freistaat Sachsen,8305,Germany,Europe,11/22/1971
549936,Female,Nadine Osterhagen,Alesheim,BY,Freistaat Bayern,91793,Germany,Europe,8/25/1985
549970,Male,Paul Weissmuller,Biberach,BW,Baden-W�rttemberg,77781,Germany,Europe,8/15/1945
